imdb_id,director_name,num_critic_for_reviews,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes
tt0938283,M. Night Shyamalan,280.0,0.0,Seychelle Gabriel,1000.0,Noah Ringer,756.0,Aasif Mandvi,346.0,1382.0,18000
tt0317919,J.J. Abrams,310.0,14000.0,Philip Seymour Hoffman,22000.0,Tom Cruise,10000.0,Eddie Marsan,979.0,871.0,0
tt2334879,Roland Emmerich,339.0,776.0,Channing Tatum,17000.0,Jake Weber,551.0,Matt Craven,256.0,434.0,33000
tt1305591,Simon Wells,132.0,25.0,Elisabeth Harnois,921.0,Dan Fogler,562.0,Tom Everett Scott,433.0,112.0,0
tt0424095,David Bowers,135.0,42.0,Hugh Jackman,20000.0,Kate Winslet,14000.0,David Suchet,586.0,122.0,0
tt3332064,Joe Wright,256.0,456.0,Hugh Jackman,20000.0,Cara Delevingne,548.0,Nonso Anozie,394.0,186.0,24000
tt0864835,Rob Minkoff,196.0,50.0,Ty Burrell,3000.0,Zach Callison,1000.0,Karan Brar,517.0,130.0,11000
tt0332452,Wolfgang Petersen,220.0,249.0,Brad Pitt,11000.0,Orlando Bloom,5000.0,Julian Glover,844.0,1694.0,0
tt1277953,Eric Darnell,211.0,35.0,Jada Pinkett Smith,851.0,Martin Short,770.0,Cedric the Entertainer,436.0,154.0,17000
tt0246460,Lee Tamahori,264.0,93.0,Toby Stephens,769.0,Colin Salmon,766.0,Rick Yune,746.0,1185.0,0
tt1289401,Paul Feig,464.0,176.0,Ed Begley Jr.,783.0,Kate McKinnon,370.0,Zach Woods,322.0,1211.0,62000
tt0120591,Michael Bay,167.0,0.0,Bruce Willis,13000.0,Steve Buscemi,12000.0,Will Patton,537.0,1171.0,11000
tt0120912,Barry Sonnenfeld,208.0,188.0,Will Smith,10000.0,Rosario Dawson,3000.0,Rip Torn,826.0,606.0,2000
tt0442933,Robert Zemeckis,287.0,0.0,Robin Wright,18000.0,Anthony Hopkins,12000.0,Sebastian Roché,964.0,505.0,3000
tt2267968,Alessandro Carloni,210.0,5.0,J.K. Simmons,24000.0,Angelina Jolie Pitt,11000.0,Wayne Knight,967.0,145.0,24000
tt1229238,Brad Bird,432.0,663.0,Tom Cruise,10000.0,Jeremy Renner,10000.0,Michael Nyqvist,690.0,512.0,35000
tt1446192,Peter Ramsey,256.0,52.0,Hugh Jackman,20000.0,Kamil McFadden,315.0,Khamani Griffin,161.0,174.0,25000
tt0369441,Dean Parisot,135.0,23.0,John Michael Higgins,957.0,Richard Burgi,550.0,David Herman,233.0,258.0,2000
tt0325710,Edward Zwick,190.0,380.0,Tom Cruise,10000.0,Tony Goldwyn,956.0,Chad Lindberg,445.0,928.0,0
tt1528100,Ridley Scott,314.0,0.0,Christian Bale,23000.0,María Valverde,893.0,Ben Mendelsohn,748.0,657.0,51000
tt0796366,J.J. Abrams,518.0,14000.0,Chris Hemsworth,26000.0,Leonard Nimoy,12000.0,Bruce Greenwood,981.0,1559.0,19000
tt0145487,Sam Raimi,291.0,0.0,J.K. Simmons,24000.0,James Franco,11000.0,Kirsten Dunst,4000.0,2012.0,5000
tt1646971,Dean DeBlois,292.0,255.0,Gerard Butler,18000.0,Djimon Hounsou,3000.0,America Ferrera,953.0,343.0,46000
tt2404233,Alex Proyas,184.0,295.0,Gerard Butler,18000.0,Elodie Yung,934.0,Bryan Brown,284.0,273.0,24000
tt0382992,Rob Cohen,145.0,357.0,Sam Shepard,820.0,Joe Morton,780.0,Richard Roxburgh,653.0,388.0,0
tt0409459,Zack Snyder,451.0,0.0,Matt Frewer,986.0,Billy Crudup,745.0,Stephen McHattie,413.0,1229.0,18000
tt0122151,Richard Donner,141.0,503.0,Jet Li,5000.0,Rene Russo,808.0,Darlene Love,91.0,287.0,0
tt0286716,Ang Lee,267.0,0.0,Kevin Rankin,820.0,Regi Davis,300.0,Celia Weston,258.0,1445.0,0
tt1583421,Jon M. Chu,351.0,209.0,Channing Tatum,17000.0,Dwayne Johnson,12000.0,Elodie Yung,934.0,288.0,42000
tt0318649,Breck Eisner,163.0,42.0,Matthew McConaughey,11000.0,Rainn Wilson,973.0,Delroy Lindo,848.0,463.0,0
tt0173840,Hironobu Sakaguchi,166.0,6.0,Steve Buscemi,12000.0,Ming-Na Wen,2000.0,Jean Simmons,422.0,788.0,0
tt0458339,Joe Johnston,510.0,394.0,Chris Evans,11000.0,Dominic Cooper,3000.0,Hayley Atwell,2000.0,679.0,46000
tt0143145,Michael Apted,197.0,150.0,Colin Salmon,766.0,Maria Grazia Cucinotta,536.0,Desmond Llewelyn,244.0,683.0,2000
tt0311113,Peter Weir,244.0,608.0,James D'Arcy,613.0,Lee Ingleby,172.0,David Threlfall,168.0,684.0,0
tt1673434,Bill Condon,322.0,386.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,329.0,65000
tt1402488,George Miller,156.0,750.0,Robin Williams,49000.0,Brad Pitt,11000.0,Common,988.0,79.0,0
tt0800080,Louis Leterrier,354.0,255.0,Ty Burrell,3000.0,Peter Mensah,1000.0,William Hurt,882.0,643.0,0
tt0086759,,21.0,,Don Johnson,982.0,Philip Michael Thomas,321.0,John Diehl,184.0,74.0,0
tt3691740,Steven Spielberg,252.0,14000.0,Mark Rylance,535.0,Penelope Wilton,400.0,Rafe Spall,358.0,106.0,27000
tt1663202,Alejandro G. Iñárritu,556.0,0.0,Leonardo DiCaprio,29000.0,Tom Hardy,27000.0,Lukas Haas,733.0,1188.0,190000
tt1860353,David Soren,166.0,13.0,Ryan Reynolds,16000.0,Snoop Dogg,881.0,Ben Schwartz,463.0,90.0,13000
tt1192628,Gore Verbinski,362.0,563.0,Johnny Depp,40000.0,Ray Winstone,1000.0,Stephen Root,939.0,337.0,26000
tt1911658,Eric Darnell,153.0,35.0,Benedict Cumberbatch,19000.0,Annet Mahendru,411.0,Andy Richter,179.0,118.0,11000
tt0440963,Paul Greengrass,329.0,521.0,Matt Damon,13000.0,Edgar Ramírez,897.0,Albert Finney,883.0,820.0,0
tt0441773,Mark Osborne,266.0,54.0,Angelina Jolie Pitt,11000.0,Wayne Knight,967.0,Dan Fogler,562.0,360.0,6000
tt0478970,Peyton Reed,517.0,235.0,Judy Greer,2000.0,Hayley Atwell,2000.0,T.I.,680.0,549.0,61000
tt1951264,Francis Lawrence,502.0,508.0,Jennifer Lawrence,34000.0,Josh Hutcherson,14000.0,Sandra Ellis Lafferty,523.0,706.0,82000
tt1673434,Bill Condon,322.0,386.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,329.0,65000
tt2224026,Tim Johnson,165.0,12.0,Jim Parsons,17000.0,Matt Jones,523.0,April Winchell,183.0,214.0,26000
tt0407304,Steven Spielberg,401.0,14000.0,Tom Cruise,10000.0,Lisa Ann Walter,1000.0,Rick Gonzalez,807.0,2741.0,0
tt0172156,Michael Bay,94.0,0.0,Will Smith,10000.0,Henry Rollins,898.0,Jordi Mollà,877.0,511.0,0
tt0448694,Chris Miller,246.0,50.0,Salma Hayek,4000.0,Constance Marie,442.0,Amy Sedaris,397.0,137.0,16000
tt0944835,Phillip Noyce,330.0,176.0,Angelina Jolie Pitt,11000.0,Andre Braugher,702.0,August Diehl,282.0,514.0,23000
tt1959490,Darren Aronofsky,434.0,0.0,Anthony Hopkins,12000.0,Emma Watson,9000.0,Logan Lerman,8000.0,1240.0,71000
tt0983193,Steven Spielberg,440.0,14000.0,Toby Jones,2000.0,Mackenzie Crook,871.0,Tony Curran,845.0,447.0,44000
tt0304141,Alfonso Cuarón,274.0,0.0,Daniel Radcliffe,11000.0,Gary Oldman,10000.0,Rupert Grint,10000.0,1504.0,11000
tt0455824,Baz Luhrmann,245.0,1000.0,Essie Davis,309.0,Bryan Brown,284.0,Eddie Baroo,165.0,450.0,0
tt1815862,M. Night Shyamalan,349.0,0.0,Will Smith,10000.0,Zoë Kravitz,943.0,Glenn Morshower,894.0,744.0,37000
tt0130623,Eric Leighton,145.0,0.0,Alfre Woodard,1000.0,D.B. Sweeney,558.0,Della Reese,388.0,241.0,0
tt1680310,Matt Birch,1.0,0.0,Rupert Grint,10000.0,Dave Legeno,570.0,Ralph Ineson,159.0,2.0,40
