writer_id,writer_experience,writer_quality
nm9797877,2,3.350000023841858
nm0849294,1,5.099999904632568
nm3898671,3,5.299999872843425
nm0503858,1,7.300000190734863
nm8835886,1,5.900000095367432
nm13826506,1,5.699999809265137
nm3277567,1,5.699999809265137
nm1281579,1,6.699999809265137
nm12130364,1,5.400000095367432
nm4160160,3,4.0666665236155195
nm3402643,1,7.800000190734863
nm11620992,1,7.800000190734863
nm10833758,1,4.400000095367432
nm10168509,2,7.700000047683716
nm9293539,1,8.5
nm11626919,1,6.099999904632568
nm5781110,1,6.300000190734863
nm3518916,1,7.099999904632568
nm2202798,1,7.099999904632568
nm0793701,1,5.5
nm4868411,1,6.199999809265137
nm5391149,1,4.5
nm7869796,1,6.900000095367432
nm0290969,1,8.0
nm11635323,1,5.300000190734863
nm0546822,1,5.300000190734863
nm0367991,1,3.299999952316284
nm1217972,1,5.5
nm1360317,2,6.150000095367432
nm10333881,1,4.599999904632568
nm5085157,1,5.300000190734863
nm6618195,2,2.8000000715255737
nm11650305,1,5.300000190734863
nm6667594,3,6.933333396911621
nm1760821,1,5.599999904632568
nm4284665,2,5.650000095367432
nm2028715,1,6.300000190734863
nm1399259,1,4.900000095367432
nm2604082,1,8.300000190734863
nm12383089,1,6.800000190734863
nm5063267,3,5.5333333015441895
nm12584156,1,5.300000190734863
nm11664050,1,8.100000381469727
nm7157039,1,6.699999809265137
nm6012679,1,8.300000190734863
nm1152581,1,6.300000190734863
nm3337443,1,9.100000381469727
nm1320488,2,7.700000047683716
nm3885341,1,4.699999809265137
nm4716492,10,4.780000019073486
nm5918588,1,4.699999809265137
nm11675993,1,8.399999618530273
nm7373902,1,8.199999809265137
nm7387723,1,3.799999952316284
nm3157606,1,6.400000095367432
nm0790533,1,5.5
nm4295351,2,2.549999952316284
nm13183582,1,6.900000095367432
nm10851807,6,5.200000007947286
nm1628238,1,7.599999904632568
nm0128540,6,6.650000015894572
nm4200434,1,6.699999809265137
nm11709789,1,9.100000381469727
nm5595308,1,5.5
nm6751098,1,3.700000047683716
nm1838655,1,8.899999618530273
nm10489510,1,7.599999904632568
nm2706281,1,3.700000047683716
nm3053463,1,6.599999904632568
nm0509733,1,7.0
nm5445227,1,5.0
nm5402349,4,7.824999928474426
nm1717973,1,6.599999904632568
nm5047867,10,2.789999985694885
nm2945908,3,7.800000031789144
nm7404962,1,7.300000190734863
nm0806570,1,6.400000095367432
nm0561027,1,6.400000095367432
nm6220443,2,8.449999809265137
nm3311874,1,6.099999904632568
nm0300795,1,7.0
nm0871188,1,4.199999809265137
nm5645455,1,7.0
nm11749307,1,5.199999809265137
nm11741586,1,6.0
nm6807480,1,7.599999904632568
nm1625350,1,8.100000381469727
nm8377328,2,8.150000095367432
nm11753223,1,6.400000095367432
nm11753921,1,7.099999904632568
nm6519025,1,2.0999999046325684
nm4063121,5,6.1800000190734865
nm1189726,1,7.800000190734863
nm8604939,1,6.0
nm4589390,5,6.160000038146973
nm5982417,1,6.199999809265137
nm10695653,1,5.599999904632568
nm2677190,1,7.199999809265137
nm0063566,1,4.0
nm2049476,3,4.166666746139526
nm5809688,1,9.300000190734863
nm6405127,1,6.599999904632568
nm0661345,3,4.300000031789144
nm3142877,1,8.0
nm4562781,1,8.399999618530273
nm6033982,3,6.166666666666667
nm11769240,1,2.799999952316284
nm1959395,2,6.1499998569488525
nm3147874,1,7.0
nm11778241,1,6.5
nm0974742,1,3.0999999046325684
nm1481568,1,6.5
nm11776891,1,9.399999618530273
nm3162328,2,7.3999998569488525
nm9777626,1,7.099999904632568
nm8663852,2,8.049999952316284
nm4714413,1,3.299999952316284
nm7757102,1,4.599999904632568
nm4807418,1,7.0
nm0903514,1,3.5999999046325684
nm12812599,1,7.800000190734863
nm4277203,1,7.599999904632568
nm3012265,1,6.199999809265137
nm11804680,2,8.800000190734863
nm12145868,1,5.5
nm0106153,1,5.099999904632568
nm2328039,1,4.099999904632568
nm12293202,1,6.5
nm11791332,1,4.300000190734863
nm0381915,2,5.700000047683716
nm11791951,1,3.5999999046325684
nm3778102,1,5.199999809265137
nm6682589,1,5.199999809265137
nm10963942,1,3.5999999046325684
nm9178803,1,6.400000095367432
nm15992207,1,6.900000095367432
nm7893145,4,5.350000023841858
nm10671048,1,7.900000095367432
nm1096277,1,3.200000047683716
nm11799235,1,8.0
nm3409581,1,6.199999809265137
nm6543930,1,6.400000095367432
nm6914615,1,7.800000190734863
nm10030998,1,8.300000190734863
nm1988254,2,5.099999904632568
nm0488477,1,4.599999904632568
nm8277345,2,4.950000047683716
nm2784996,1,6.199999809265137
nm8271580,1,5.800000190734863
nm3275646,2,2.9499999284744263
nm1458969,1,3.9000000953674316
nm0563848,5,4.3000000476837155
nm6192686,1,7.199999809265137
nm3091517,1,6.699999809265137
nm3455772,1,7.699999809265137
nm7383454,1,8.100000381469727
nm10977343,1,6.599999904632568
nm10681721,2,7.0
nm10700928,1,4.0
nm11832472,1,7.699999809265137
nm9831547,2,7.0
nm7162946,1,2.4000000953674316
nm3055344,13,2.8923077399914083
nm9878203,3,5.666666666666667
nm11839027,1,8.0
nm11841860,1,5.5
nm7401963,1,8.5
nm11711301,1,3.200000047683716
nm0678283,1,8.800000190734863
nm15687543,1,5.800000190734863
nm2140080,1,6.599999904632568
nm11004300,1,6.900000095367432
nm1165751,1,5.0
nm0020821,1,7.599999904632568
nm0011038,1,6.300000190734863
nm1832297,1,6.300000190734863
nm6346155,4,3.900000035762787
nm0481946,1,5.699999809265137
nm5606177,1,7.0
nm8691564,1,8.399999618530273
nm4297896,1,8.399999618530273
nm7611461,2,4.700000047683716
nm3265061,1,7.400000095367432
nm3878888,1,4.699999809265137
nm6461389,1,2.5
nm11865298,1,6.900000095367432
nm1828395,13,4.184615446971013
nm3231728,3,5.933333396911621
nm6263533,5,6.080000019073486
nm2364703,3,6.600000063578288
nm2335574,1,7.400000095367432
nm1482639,1,6.099999904632568
nm4919289,3,6.1333333651224775
nm1788026,2,4.7499998807907104
nm4128399,1,5.699999809265137
nm1165953,2,4.950000047683716
nm1729276,2,6.299999952316284
nm3493354,1,9.100000381469727
nm3651034,1,5.900000095367432
nm9805842,2,4.8999998569488525
nm0451669,1,6.099999904632568
nm4940553,1,4.5
nm6717624,1,6.699999809265137
nm6645181,2,7.099999904632568
nm8594125,1,5.800000190734863
nm14501213,1,7.400000095367432
nm0859762,1,6.5
nm4533100,1,7.199999809265137
nm0204683,1,4.599999904632568
nm15754453,4,4.974999904632568
nm2810269,2,4.850000023841858
nm11904878,1,5.300000190734863
nm5494745,1,9.5
nm6576882,12,5.766666690508525
nm3448154,1,6.099999904632568
nm11909806,1,7.400000095367432
nm12419972,1,7.400000095367432
nm4528775,1,6.0
nm1001345,1,5.099999904632568
nm8994327,1,9.399999618530273
nm4476570,1,6.300000190734863
nm1871431,1,6.400000095367432
nm12006543,1,7.5
nm7415049,1,6.699999809265137
nm1178554,3,6.766666571299235
nm1147357,1,5.300000190734863
nm4159976,2,6.449999809265137
nm11928344,1,6.400000095367432
nm4662174,1,6.400000095367432
nm10560858,2,5.949999809265137
nm7376968,2,8.450000286102295
nm0851707,1,7.599999904632568
nm9761320,1,5.0
nm2106079,1,4.699999809265137
nm11937828,1,8.899999618530273
nm7276104,1,6.0
nm6949068,1,6.0
nm10038040,1,7.5
nm3621052,2,6.5
nm0235004,1,8.100000381469727
nm10082374,1,8.600000381469727
nm0996145,3,7.533333460489909
nm1200194,1,6.5
nm8121850,1,8.600000381469727
nm4941188,2,5.75
nm6281183,1,8.0
nm1079062,3,5.933333396911621
nm1952158,5,5.2600000381469725
nm4885391,1,5.400000095367432
nm4095599,1,6.0
nm4120368,1,6.699999809265137
nm11960890,1,6.199999809265137
nm3677311,1,7.699999809265137
nm10977787,1,5.300000190734863
nm4058130,1,6.699999809265137
nm2081045,1,6.900000095367432
nm1818121,3,5.300000031789144
nm9085866,1,7.5
nm3106702,1,7.699999809265137
nm7723547,6,6.850000063578288
nm2835366,1,3.9000000953674316
nm2766218,11,3.4272727099331943
nm11357423,1,6.800000190734863
nm3588247,1,6.800000190734863
nm6697628,2,7.8500001430511475
nm0867263,1,7.400000095367432
nm0092042,1,5.900000095367432
nm6171823,1,9.100000381469727
nm5186615,1,4.5
nm6446224,2,7.3999998569488525
nm0595586,5,4.459999990463257
nm12413280,1,6.400000095367432
nm6248692,1,7.5
nm3360238,1,5.800000190734863
nm2738464,1,7.199999809265137
nm15405603,1,4.699999809265137
nm11989940,1,7.199999809265137
nm11990398,1,6.5
nm9382864,2,6.700000047683716
nm0179038,2,7.200000047683716
nm2954783,1,3.5
nm0198059,1,4.699999809265137
nm6546041,1,6.400000095367432
nm3553169,5,4.320000076293946
nm7267104,1,5.900000095367432
nm2603743,3,5.266666730244954
nm0799249,1,7.199999809265137
nm8618195,1,7.400000095367432
nm0504013,1,5.5
nm5351681,2,4.900000095367432
nm1748970,3,6.833333492279053
nm1948963,2,6.400000095367432
nm3809874,2,8.149999856948853
nm0052858,2,6.199999809265137
nm2390748,1,7.599999904632568
nm12012352,1,6.5
nm7650229,3,7.100000063578288
nm0893410,1,7.099999904632568
nm4824087,1,2.799999952316284
nm0483462,1,5.5
nm7588982,1,7.0
nm4560816,1,5.699999809265137
nm8120998,1,5.300000190734863
nm12018085,1,8.300000190734863
nm0213354,2,5.799999952316284
nm12020021,1,4.199999809265137
nm9663957,2,6.900000095367432
nm0728063,1,6.099999904632568
nm0504205,2,6.5
nm12023768,1,5.199999809265137
nm2956934,1,8.300000190734863
nm11847132,1,5.5
nm12028489,1,5.5
nm4401174,3,4.500000079472859
nm5361428,1,9.399999618530273
nm12030873,1,5.699999809265137
nm6858798,1,6.599999904632568
nm12034310,1,5.0
nm12035684,1,7.0
nm8927410,4,6.7499998807907104
nm7103899,3,6.166666666666667
nm0193691,2,5.049999952316284
nm8866614,1,5.699999809265137
nm15717337,1,6.199999809265137
nm10190603,1,7.800000190734863
nm13176076,1,7.800000190734863
nm12279708,1,7.800000190734863
nm2848069,1,7.599999904632568
nm12055466,1,8.800000190734863
nm2397810,1,7.800000190734863
nm0535500,1,3.5999999046325684
nm7995470,1,5.199999809265137
nm12059266,1,5.599999904632568
nm12063790,3,5.699999968210856
nm0862151,1,4.5
nm9418504,1,5.800000190734863
nm8796727,1,8.300000190734863
nm3240894,1,8.199999809265137
nm12070107,1,7.099999904632568
nm10124254,1,4.800000190734863
nm0220774,2,5.400000095367432
nm1901210,2,5.100000023841858
nm11273044,1,6.5
nm12077817,1,2.799999952316284
nm7694530,4,6.224999904632568
nm1950921,2,6.0
