writer_id,writer_score
nm10341336,2.9336843926481606
nm11747339,6.198953766620251
nm11404634,4.8997739153931965
nm6840460,3.7978156722750605
nm0498080,5.055032092855267
nm3374735,5.573353594382689
nm10572289,5.299190021538317
nm6607322,8.697377107291242
nm0180818,8.297298268611724
nm0229234,6.498433272714037
nm11250163,5.049347687471218
nm2973729,3.379406506414173
nm0619913,7.0480863600080115
nm8452852,6.198953766620251
nm5254274,5.884330629928385
nm8495494,6.839416774614845
nm11406188,4.000341417444353
nm2555255,4.000341417444353
nm5415746,6.831224899402194
nm8737506,6.998449426249542
nm3648760,6.598701596434897
nm11040850,8.963213007389346
nm2889953,4.599962923898104
nm1979899,5.199584430351855
nm10196148,8.363591024399161
nm0874265,6.398827919795791
nm6653843,6.198622519487161
nm2542579,5.3994585835273945
nm2862844,6.998449426249542
nm2337963,7.198323102888648
nm0792526,6.798575749610437
nm1753595,5.899143251661593
nm2703622,4.865798506305252
nm8662914,6.598370349301807
nm12362790,5.998748604579838
nm2159321,7.197991855755557
nm6057982,5.699269098486053
nm0300670,6.697975622797313
nm1659906,6.398827919795791
nm1938738,6.398827919795791
nm1964037,5.898480280858977
nm10918075,3.5502938022027317
nm1758536,5.798874927940733
nm11410669,7.598070932703294
nm7260918,5.999080089981146
nm0508659,7.698007771022846
nm11411036,6.398827919795791
nm4200653,7.298260417744635
nm12947851,7.598070932703294
nm3524943,7.057085778250617
nm4636486,6.69797578164279
nm7877993,8.197692439157045
nm4793079,4.300152408939446
nm9227350,5.023700507088714
nm3241039,4.7325493885458485
nm1334993,7.498134094383741
nm2027655,7.297928932343328
nm5097196,4.000341417444353
nm7433520,7.398197256064188
nm6222484,6.731287902237163
nm9973563,8.497503430652138
nm11413821,5.7992064133420405
nm2748159,6.155995805641591
nm4851653,6.099016928300699
nm5056902,7.3472342615663795
nm10879582,7.647708104729979
nm11414458,6.498764758115344
nm6051389,4.4000892472589985
nm0850720,8.597440745508125
nm3296451,6.898512587929989
nm4727866,6.548401691873813
nm1107925,5.199253183218764
nm6604870,6.798575749610437
nm0845860,5.899143251661593
nm8607495,6.248590938646937
nm1986735,6.898512587929989
nm2158274,8.89725078393035
nm8294377,6.498764758115344
nm10165012,4.124268128273979
nm11415634,8.597440745508125
nm1397787,5.2995217452078425
nm4548115,6.073038262516887
nm3334252,5.2995217452078425
nm11416025,4.699899762217656
nm6630098,7.498134094383741
nm0148304,4.200215094083458
nm9489622,5.99609664988891
nm8696376,7.598070932703294
nm6484261,9.052306087285785
nm10568967,3.80046750253703
nm1511627,4.749536934244342
nm6369175,6.2229436391303246
nm6292772,5.711557047458298
nm7767925,6.298559357806714
nm4157919,5.777892913458325
nm8337755,5.199584430351855
nm8833077,7.422186890306044
nm4500258,3.0734032350223504
nm4082640,5.899143251661593
nm5234943,5.998748604579838
nm2876079,6.848212445100688
nm6428180,7.29792869407511
nm4512241,2.900703638320987
nm4568462,5.499395421846947
nm3534604,5.5993322601665
nm0516108,7.498134094383741
nm2584046,6.398164790147698
nm4396169,6.198953766620251
nm1516376,7.198323102888648
nm2329727,4.0198977205271245
nm10187639,2.801098166268633
nm1622132,7.797945085878833
nm2411010,5.982814452346475
nm3179723,9.097125413642324
nm2411010,5.982814452346475
nm8315359,4.08196476846018
nm5679704,6.6483385301933655
nm1902686,6.798575749610437
nm9845146,9.246698947452128
nm5078136,7.098386264569095
nm11420649,6.598370349301807
nm3413965,7.398197256064188
nm11420721,8.097756077373926
nm3205822,2.5012874130417577
nm6023975,4.05545933786717
nm0356968,5.6489691939249695
nm2716464,6.598701596434897
nm1384445,4.499694600177243
nm4612196,5.999080089981146
nm6634376,7.698007771022846
nm7919191,6.653819653010981
nm11428018,5.7992064133420405
nm5463358,5.599000774765193
nm8460748,4.449726061883358
nm3456466,2.7671229160261666
nm11040850,8.963213007389346
nm11423950,7.997818762517939
nm5716327,7.598070932703294
nm8083212,8.997188098786335
nm7903884,4.699899762217656
nm11424980,6.198953766620251
nm1145983,6.798575749610437
nm8171390,6.598701596434897
nm1280571,4.799837077073644
nm2329727,4.0198977205271245
nm11701794,6.998449426249542
nm8343989,3.4007199109906017
nm2911203,6.157653184994485
nm3848412,3.6261860024659516
nm0498080,5.055032092855267
nm5873168,7.598070932703294
nm6624723,5.398464008189363
nm9967372,6.398827919795791
nm7199982,5.199584430351855
nm11428783,8.097756077373926
nm12284821,5.699269098486053
nm11429657,5.699269098486053
nm3883445,5.5993322601665
nm11430409,7.598070932703294
nm9306401,5.3994585835273945
nm11692291,7.897881924198386
nm4589083,3.0669337486757815
nm4120466,9.69674644355964
nm11011122,6.992613965750593
nm13197290,5.7992064133420405
nm1473176,9.896620120198744
nm11431401,7.398197256064188
nm4763540,3.6005935876297075
nm10052797,5.898811766260286
nm0049494,6.198953766620251
nm5758702,3.6005935876297075
nm3311094,7.29792869407511
nm1747867,6.398827919795791
nm7880568,6.798575749610437
nm6827694,5.2995217452078425
nm4302531,5.830861146641244
nm15216018,8.097424115436183
nm1001232,6.198622519487161
nm4668609,5.099647592032302
nm12904446,9.097125413642324
nm0393500,6.998449426249542
nm0050378,6.598701596434897
nm2329727,4.0198977205271245
nm11811079,5.5993322601665
nm4304089,7.098386264569095
nm11433570,5.899143251661593
nm2290469,6.6646631845119835
nm7159655,5.898480280858977
nm1805430,5.998748604579838
nm6678180,6.34852777696649
nm5378650,5.848843108832292
nm2613463,4.699899762217656
nm0896459,5.2995217452078425
nm11435540,8.197692439157045
nm7516394,4.799837077073644
nm0635568,6.798575749610437
nm0875212,5.798874689672515
nm8507712,7.997818762517939
nm3257927,3.6002623404966165
nm2136602,7.298260417744635
nm3102672,6.198953766620251
nm1351254,6.647675678524859
nm3013234,5.898811766260286
nm4469602,6.198953766620251
nm1280031,6.298891081476238
nm5559211,7.597739447301986
nm0674105,8.097756077373926
nm2195555,6.81723708036183
nm9385280,8.197692439157045
nm1519362,6.798244025940912
nm3430436,7.398197256064188
nm1827610,5.197927201902163
nm7458784,5.848843108832292
nm6303708,6.298891081476238
nm5691723,6.998449426249542
nm4252338,3.950041512883269
nm11206986,6.69863843475445
nm11439975,4.300152408939446
nm2281806,5.7992064133420405
nm6979353,5.526167430093919
nm4803110,3.300451349001524
nm2324123,5.398132641922164
nm8048359,6.798244025940912
nm7846447,4.599962923898104
nm6740856,6.598370349301807
nm6740856,6.598370349301807
nm4122269,6.398827919795791
nm0300944,6.848212445100688
nm8734809,7.897881924198386
nm1146154,7.398197256064188
nm9094906,5.5993322601665
nm4741095,7.997818762517939
nm0802555,7.897881924198386
nm3236441,8.797314422147231
nm13962208,7.298260417744635
nm1192521,7.0644111731721075
nm9421905,2.7011613279490803
nm1936701,7.347897351503104
nm11442870,6.198291113508592
nm4452025,6.598701596434897
nm0885885,5.7992064133420405
nm11443484,6.398827919795791
nm5676754,7.997487038848414
nm11443878,4.999710753712749
nm5954636,8.129720166176124
nm0749303,5.24922160237854
nm2289236,7.797282115076218
nm6055387,5.999080089981146
nm6209132,6.898512587929989
nm1069957,2.4013505747222057
nm16365812,7.698007771022846
nm0211110,4.1002782557639055
nm16366415,7.148023436595781
nm3275674,6.5470758296913205
nm7604601,6.5983701110335895
nm11793830,5.2995217452078425
nm8321234,6.69863843475445
nm6743519,6.598370349301807
nm11096448,6.347865044432092
nm16367347,7.498134094383741
nm11200926,8.496840459849523
nm0636618,7.498134094383741
nm4859929,5.499395421846947
nm11042781,7.098386264569095
nm9041486,7.0980547791677875
nm12036259,8.047455934544626
nm16368579,9.296999090281428
nm16368625,5.099647592032302
nm9873466,4.899110785745103
nm16750024,7.8975504387970785
nm16368761,7.498134094383741
nm6754740,5.731918565968767
nm8166889,6.274030800178571
nm17219966,7.398197256064188
nm8587153,7.598070932703294
nm14923352,9.496872766920534
nm12637218,9.796683758415627
nm1132407,5.865167842573648
nm2899704,5.118309161051912
nm1504063,7.264284849811213
nm1504063,7.264284849811213
nm0067126,6.831225058247672
nm11128578,7.398197256064188
nm0042814,6.298559357806714
nm1465431,6.8975180125919575
nm15014016,8.39756611579615
nm0001429,6.547738721071197
nm0005101,5.099316106630994
nm0321159,4.999379268311442
nm3115007,7.298260417744635
nm16418254,6.598701596434897
nm0880297,6.998449426249542
nm6339927,7.498134094383741
nm3685846,5.899143251661593
nm10802484,5.549032355605417
nm12195830,6.648338768461583
nm1912503,6.998449426249542
nm10008676,8.297629754013032
nm2113581,6.6483385301933655
nm3408718,7.198323102888648
nm9824985,6.997786455446927
nm2410261,6.298891081476238
nm6429011,6.798575749610437
nm3189793,6.598701596434897
nm16372661,6.69863843475445
nm0449272,6.748275606781135
nm5194862,8.197692439157045
nm3582843,6.298891081476238
nm1077445,6.147991129524769
nm2122369,7.198323102888648
nm16471451,7.098386264569095
nm3409725,5.49906393644564
nm0599291,7.398197256064188
nm6096597,7.4478341898226565
nm2483722,3.2353054076109427
nm3545506,2.4013505747222057
nm16360031,1.901665787453898
nm11516495,4.999379149177333
nm9503133,6.69863843475445
nm16373908,5.699269098486053
nm6033367,4.031001813673741
nm16374012,5.499395421846947
nm14080063,5.499395421846947
nm10043048,8.347266926039717
nm14575205,8.047455934544626
nm9770726,3.000972081175956
nm1958198,8.497503430652138
nm1287835,4.799837077073644
nm16375250,7.098386264569095
nm6560608,6.598701596434897
nm2225988,4.8997739153931965
nm5451680,6.498764758115344
nm2482117,6.898512587929989
nm0543678,7.498134094383741
nm10622857,9.496209796117919
nm6011478,5.899143251661593
nm6788939,7.497802608982433
nm15433145,7.797945085878833
nm11243895,5.698606286528916
nm10765026,7.497802608982433
nm6907262,8.94688843249347
nm2278712,7.0980547791677875
nm10403689,6.447801882751644
nm3725828,2.6012242513613106
nm16289331,4.200215094083458
nm9595838,5.2995217452078425
nm14908009,6.298891081476238
nm13657314,8.147392772864178
nm5067081,5.699269098486053
nm10749927,8.297629754013032
nm9287120,1.8017288300002372
nm6970324,6.698307187621359
nm2784661,6.598701596434897
nm8496112,5.877829847085165
nm10700369,6.298891081476238
nm5572219,5.418119914278788
nm4815628,7.598070932703294
nm6067981,5.40963023094113
nm0378932,6.997786455446927
nm1359981,6.748275606781135
nm16382238,6.998449426249542
nm8614457,7.576757814048726
nm15756245,7.598070932703294
nm0650601,5.148621793256372
nm13321356,8.797314422147231
nm12561684,6.098685442899391
nm2956436,5.2995217452078425
nm8923255,5.2995217452078425
nm16390246,9.197061775425441
nm1816428,5.898811766260286
nm4584168,5.240425897854381
nm10114820,3.6005935876297075
nm9667844,7.597739685570203
nm16385285,8.597440745508125
nm5668926,9.197061775425441
nm15813694,7.297597288096541
nm16399122,8.89725078393035
nm7127455,7.364222005821722
nm10418794,7.897881924198386
nm3791454,6.347864925297983
nm11551754,6.898512587929989
nm10257384,7.372218471146268
nm5655692,6.099016928300699
nm3929851,6.898512587929989
nm8263624,6.096365150987221
nm16387523,8.197692439157045
nm1550645,4.27883890905573
nm13364531,2.7011613279490803
nm4741249,4.8997739153931965
nm16366277,7.997818762517939
nm4176405,5.49906393644564
nm2544631,5.283256005458221
nm2682682,4.698905484714896
nm0943174,7.098386264569095
nm13901441,6.798575749610437
nm4938888,5.699269098486053
nm3169117,4.649599976790681
nm3029867,6.06847470159247
nm16388990,7.797945085878833
nm0563848,4.298826324373285
nm11733348,4.999379268311442
nm2277169,4.375229045384069
nm10652080,7.74631908086704
nm12558621,7.298260417744635
nm8035584,7.797945085878833
nm14662625,3.3007828344028316
nm0004128,8.597440745508125
nm3848341,6.198290954663114
nm16390931,6.898512587929989
nm3207280,3.4702325332776076
nm3373542,5.5993322601665
nm14272226,6.298891081476238
nm16391357,7.098386264569095
nm0877744,6.898512587929989
nm16391646,8.39756611579615
nm16391806,5.2995217452078425
nm2254150,6.231603234102965
nm14518915,7.997818762517939
nm16873429,5.3994585835273945
nm7730885,6.498764758115344
nm15136664,5.199584430351855
nm2835172,7.897881924198386
nm16392841,7.897881924198386
nm11789655,5.065672341789836
nm5215498,4.999710753712749
nm11277272,7.198323102888648
nm2347089,7.198323102888648
nm2538739,6.753756559407167
nm1409431,5.414457216818042
nm14411135,5.699269098486053
nm16394901,9.296999090281428
nm4900659,7.364221846976243
nm3059316,6.398827919795791
nm5652608,5.699269098486053
nm1140487,7.198323102888648
nm9009760,8.797314422147231
nm16395943,6.69863843475445
nm2978744,8.447203287822836
nm6606587,7.198323102888648
nm6981738,8.497503430652138
nm0785966,5.349158440698093
nm16396691,5.999080089981146
nm9048484,7.74764518131775
nm16397699,5.7992064133420405
nm2834594,7.048086598276228
nm9169571,5.780892608347359
nm1275164,9.496872766920534
nm10171126,8.262659729875685
nm16581719,4.999710753712749
nm2366254,6.372849134877871
nm0535707,7.2972658424066035
nm13016482,8.265363598002011
nm3534176,7.498134094383741
nm5583307,2.0505767376469404
nm13149469,2.650861304253888
nm16400134,9.396935452064545
nm16400162,9.496872766920534
nm16400401,6.69863843475445
nm0689789,2.9780013210734535
nm3607398,5.937791950076896
nm2154550,3.3007828344028316
nm16400809,8.797314422147231
nm1398384,7.098386264569095
nm6060855,6.198953766620251
nm9245602,7.697676285621538
nm16401187,6.998449426249542
nm11456115,7.098386264569095
nm0589130,8.797314422147231
nm9355442,7.347897351503104
nm6822660,6.998117940848235
nm15795577,8.39756611579615
nm3562580,8.928906112900094
nm16404651,8.797314422147231
nm16241505,8.997188098786335
nm5970165,5.211872345285782
nm14821845,9.596810081776523
nm0043423,6.172975339104657
nm7058256,7.098386264569095
nm13844161,4.5751029338171465
nm3355435,5.4990640555797485
nm4449183,4.8997739153931965
nm2081524,5.374598408126713
nm13186574,5.699269098486053
nm0776431,5.3994585835273945
nm7386226,7.797945085878833
nm16409074,3.80046750253703
nm0794048,6.198622519487161
nm13211052,5.573353594382689
nm13952440,4.75853625717966
nm2704067,7.997818762517939
nm0562676,7.530783561866455
nm6996136,4.200215094083458
nm0093051,4.0663030849441775
nm4972432,6.1729752199705485
nm16411316,6.099016928300699
nm6686876,4.500026085578551
nm12024018,7.298260417744635
nm16701170,7.098386264569095
nm12659584,8.347266687771501
nm16411951,8.197692439157045
nm16411971,8.197692439157045
nm16411992,7.298260417744635
nm16412101,6.798575749610437
nm3812610,6.898512587929989
nm6218022,6.798575749610437
nm16433906,7.098386264569095
nm3143391,5.399127098126087
nm1488024,7.297597288096541
nm6464530,6.998449426249542
nm13104902,4.54966301933702
nm8218350,7.3978657706628805
nm13016482,8.265363598002011
nm11663992,8.163717347760056
nm2358676,5.848843108832292
nm14172742,6.3254552110622395
nm7737044,6.825573194226315
nm15714473,5.349158440698093
nm5926857,7.011459226555082
nm2335451,9.396935452064545
nm16414332,7.997818762517939
nm16421367,5.2995217452078425
nm16415625,8.797314422147231
nm16415663,3.80046750253703
nm12531491,6.898512587929989
nm11135940,6.298891081476238
nm3512876,6.964474176007076
nm0849505,6.537413647145221
nm11982456,8.697377107291242
nm16419777,8.597440745508125
nm13504352,5.899143251661593
nm11345122,5.848180257163785
nm2678363,6.498764758115344
nm3414096,5.899143251661593
nm13207893,8.797314422147231
nm12589388,8.697377107291242
nm2941583,7.497802608982433
nm3808261,6.898512587929989
nm1266589,7.797945085878833
nm2815383,5.199584430351855
nm5230233,9.197061775425441
nm15095038,5.3994585835273945
nm8396555,3.6005935876297075
nm16834344,6.023069843357111
nm2462292,7.947518619688638
nm1033745,7.198323102888648
nm15929198,4.349789104429696
nm4649621,5.7992064133420405
nm16422483,8.797314422147231
nm16422650,7.997818762517939
nm8104585,5.199584430351855
nm16431673,9.296999090281428
nm16423044,6.69863843475445
nm11142637,7.897881924198386
nm3072130,7.498134094383741
nm13368627,3.7001990596820598
nm11891507,7.797945085878833
nm2405128,5.499395421846947
nm16424789,7.198323102888648
nm14116837,7.797945085878833
nm2861244,5.897817310056362
nm0028418,4.215214005353692
nm16804638,3.000972081175956
nm6544965,7.098055017436006
nm12033967,9.029837248578094
nm11387550,5.698937851352962
nm16426666,7.298260417744635
nm16427070,6.598701596434897
nm5149533,5.199584430351855
nm7192757,9.796683758415627
nm2163067,5.499395421846947
nm7855826,7.067844105937501
nm12732656,5.699269098486053
nm5418890,7.229978193590177
nm16530206,7.498134094383741
nm8294125,6.430482772229103
nm7046596,7.698007771022846
nm16430087,8.047455934544626
nm14638287,3.6005935876297075
nm6243121,4.000341417444353
nm12270433,4.921111755775171
nm13659022,8.597440745508125
nm11950571,6.631350905072132
nm3921556,8.797314422147231
nm10506501,4.500026085578551
nm6083601,8.197692439157045
nm0535984,7.298260417744635
nm5101689,7.198323102888648
nm16430087,8.047455934544626
nm16372671,6.298891081476238
nm4285223,5.499395421846947
nm16432331,9.296999090281428
nm10812337,7.747644943049532
nm0080333,6.597707140230973
nm10981900,4.4000892472589985
nm16432789,8.697377107291242
nm0580793,4.166240161531947
nm7441188,3.919065862222549
nm14323400,5.898811766260286
nm0580793,4.166240161531947
nm8201311,8.697377107291242
nm1326693,6.398827919795791
nm16433711,6.099016928300699
nm3902700,6.398496434394484
nm13135936,5.7992064133420405
nm8314446,8.796651292499137
nm13573758,3.100908919495509
nm9763364,6.748275606781135
nm16435268,5.3994585835273945
nm0880134,6.764600340522492
nm7712429,5.438107377249985
nm0037475,7.098386264569095
nm0069260,7.698007771022846
nm0580793,4.166240161531947
nm5353971,8.597440745508125
nm0866850,5.211872413362416
nm12553392,4.500026085578551
nm5494452,6.498764758115344
nm1373966,4.9480848281236955
nm3895913,7.198323102888648
nm0526528,4.200215094083458
nm16438246,8.89725078393035
nm0169486,7.398197256064188
nm5749790,7.897881924198386
nm5006097,6.3485280152347086
nm7345194,3.333432301885545
nm7992096,2.5012874130417577
nm5061377,5.7992064133420405
nm16440112,9.197061775425441
nm10771046,5.219596567396817
nm12140524,8.047455934544626
nm16440575,7.298260417744635
nm16230070,5.84884334710051
nm13300102,8.097756077373926
nm2455958,8.797314422147231
nm5898699,7.698007771022846
nm3562580,8.928906112900094
nm5296840,8.130405068320204
nm5296840,8.130405068320204
nm16444082,6.798575749610437
nm3529697,8.347266449503284
nm9139878,6.798575749610437
nm16445186,8.297629754013032
nm16445458,6.099016928300699
nm9219584,7.698007771022846
nm3311490,3.6005935876297075
nm4697729,8.796982460209488
nm14668995,7.997818762517939
nm2810570,4.69923695026052
nm9629902,8.547140602678823
nm9757610,7.947519096225072
nm12541801,7.897881924198386
nm14677627,6.048717262007831
nm8263624,6.096365150987221
nm8113716,7.647707866461761
nm15702669,5.06467796500865
nm1395763,5.999080089981146
nm0453965,7.698007771022846
nm16446957,5.999080089981146
nm2287164,8.497503430652138
nm0848274,1.5019180767733609
nm0626211,3.500656749310154
nm6366616,5.099316106630994
nm0951478,8.197692439157045
nm15377134,6.69863843475445
nm7848071,6.598701596434897
nm7582309,7.747644943049532
nm7364527,7.947518619688638
nm6701457,5.614331131725365
nm2337186,7.398197256064188
nm8181940,5.648969432193186
nm0079848,6.463795051668955
nm4078217,4.4490632102148515
nm8734457,6.983636923650444
nm5505374,6.697644097684635
nm1701239,6.848212445100688
nm12919644,7.947518619688638
nm6093294,4.699899762217656
nm2700428,6.099016928300699
nm2418859,6.69863843475445
nm0891572,6.298891081476238
nm16452975,9.396935452064545
nm16451501,7.498134094383741
nm3373098,6.831224899402194
nm15395449,7.698007771022846
nm4746924,8.070451023231977
nm13888782,6.398827919795791
nm16453679,6.798575749610437
nm16453713,8.89725078393035
nm14401528,3.3504197681613004
nm9345580,7.698007771022846
nm3088963,7.897881924198386
nm3510502,4.500026085578551
nm12146719,6.099016928300699
nm11080382,6.4138264736637
nm0497460,5.5993322601665
nm2985777,8.097756077373926
nm2858322,6.5538826785381605
nm14862852,8.597108783570382
nm14088100,6.398827919795791
nm3562685,6.298891081476238
nm4113476,6.298891081476238
nm1179457,3.9000730937234924
nm5302930,7.148023436595781
nm2459801,6.7646001816770145
nm10257384,7.372218471146268
nm2233630,4.699899762217656
nm7338470,7.298260417744635
nm12963825,5.599000774765193
nm2899199,4.699899762217656
nm16460958,6.398827919795791
nm9317246,7.945530005116062
nm10480394,6.298891081476238
nm2526715,5.399127098126087
nm12724243,5.768663914327278
nm8540848,9.296999090281428
nm4485433,8.697377107291242
nm1027089,7.0281154059863775
nm1474382,8.39756611579615
nm3733685,3.9996784069303666
nm6610412,9.596810081776523
nm15257871,6.998449426249542
nm1400995,4.599962923898104
nm11011122,6.992613965750593
nm3845949,8.697377107291242
nm15983889,9.097125413642324
nm10352120,7.797613123941091
nm10236603,8.597108783570382
nm5178386,6.264915672388294
nm0851016,7.198323102888648
nm1517501,7.897881924198386
nm12654247,7.298260417744635
nm3499424,4.799837077073644
nm5572916,5.268951173227415
nm10410169,6.448464615286043
nm16466697,8.89725078393035
nm6481281,7.198323102888648
nm5572916,5.268951173227415
nm8868037,6.498764758115344
nm1138210,5.798874689672515
nm3579294,7.398197256064188
nm2931674,6.398827919795791
nm16467962,5.999080089981146
nm3025035,5.898811766260286
nm3565330,6.813574303478345
nm1640130,7.498134094383741
nm13433369,6.498764758115344
nm5936644,6.748275606781135
nm2007568,7.498134094383741
nm16470020,8.197692439157045
nm16470057,7.298260417744635
nm6470777,4.000341417444353
nm12875154,5.5993322601665
nm4351467,6.099016928300699
nm0346277,5.864173386369725
nm1672020,6.598701596434897
nm0155093,5.049347687471218
nm9236376,7.198323102888648
nm1766774,7.3978657706628805
nm11022060,6.398164948993176
nm1636767,5.3994585835273945
nm3815505,4.999710753712749
nm3527272,2.3010820723001815
nm0942876,6.598701596434897
nm6947060,6.398827919795791
nm0059698,6.66466350220294
nm0106517,6.898512587929989
nm4468952,5.999080089981146
nm3404598,6.798244025940912
nm6863497,6.598701596434897
nm11395736,8.097424115436183
nm0417144,6.798575749610437
nm0410162,5.3994585835273945
nm5684037,6.217615383293505
nm1841453,7.3978657706628805
nm0083509,7.797945085878833
nm0740048,6.764600340522492
nm11396435,7.3978657706628805
nm10578566,6.864537178842045
nm3039229,6.898181102528682
nm2161377,7.498134094383741
nm2890902,6.598701596434897
nm4290152,9.097125413642324
nm4920595,6.598701596434897
nm4698291,5.3994585835273945
nm1735344,4.549000167668512
nm2672655,5.322185378277412
nm7265738,6.298891081476238
nm4701372,6.598701596434897
nm1493883,4.999710753712749
nm12880585,6.398827919795791
nm11166578,4.599962923898104
nm10770267,7.147360465793166
nm0087984,4.647611153733416
nm11397901,7.298260417744635
nm2232206,4.199552282126321
nm0451969,5.459739921014779
nm0456946,5.999080089981146
nm4358567,5.273542841155813
nm11398926,7.997818762517939
nm1215162,5.5993322601665
nm7370588,6.298891081476238
nm5244719,5.757905545794414
nm11742012,7.897881924198386
nm10199335,6.598701596434897
nm2240132,3.9004045791248
nm3061239,5.899143251661593
nm1295189,6.275920154585984
nm6789910,2.9328482212131384
nm1335875,6.99745485091151
nm9174416,8.297629754013032
nm9041094,4.000010051177154
nm10915617,7.797945085878833
nm2312753,6.798575749610437
nm0418309,6.864537178842045
nm2818148,6.898512587929989
nm3468105,7.997818762517939
nm6092140,5.498400846508916
nm7620283,7.698007771022846
nm8175245,7.498134094383741
nm4133012,6.298227792982667
nm6463413,6.198953766620251
nm1369375,4.599631676765014
nm1432739,7.598070932703294
nm5537917,5.373479798609474
nm0411127,7.322504319713065
nm11406198,4.849473772563895
nm3427032,6.998449426249542
nm6634664,8.271650969095113
nm11407818,8.54647739360799
nm1420169,6.398827919795791
nm10111893,6.797912461116866
nm0219204,6.798575749610437
nm3160391,6.5470758296913205
nm11871855,5.199584430351855
nm8107577,7.797945085878833
nm2705106,5.5993322601665
nm10918076,3.5502938022027317
nm3554689,7.698007771022846
nm14396513,6.964474176007076
nm6265085,6.148654100327384
nm7952281,8.197692439157045
nm0260410,7.498134094383741
nm4263190,7.298260417744635
nm5112717,5.7992064133420405
nm1887138,5.449095517285864
nm1658811,8.597440745508125
nm1804421,6.898512587929989
nm11414930,5.2995217452078425
nm9536723,6.798575749610437
nm2281202,6.898512587929989
nm2777236,8.597440745508125
nm4380001,6.69863843475445
nm1180074,5.2995217452078425
nm7119082,4.699899762217656
